customer_index,monthly_charges,tenure,segment,churn_probability,actual_churn,clv,retention_cost,action,reason,roi
5107,58.6,47,Low Value,0.1447,0,351.6,30,✅ No Action,Low churn risk — customer is stable,
3154,72.75,4,Low Value,0.6347,0,1455.0,30,💌 Low Priority — Send retention voucher,CLV ($1455.0) > Retention Cost ($30) → ROI = $1425.0,1425.0
6948,103.7,47,High Value,0.1857,0,622.2,100,✅ No Action,Low churn risk — customer is stable,
2773,29.1,24,Low Value,0.6866,0,174.6,30,💌 Low Priority — Send retention voucher,CLV ($174.6) > Retention Cost ($30) → ROI = $144.6,144.6
4455,50.45,1,Low Value,0.9421,1,1160.35,30,💌 Low Priority — Send retention voucher,CLV ($1160.35) > Retention Cost ($30) → ROI = $1130.35,1130.35
6377,44.65,1,Low Value,0.4517,1,1026.95,30,✅ No Action,Low churn risk — customer is stable,
6251,19.25,1,Low Value,0.3786,0,442.75,30,✅ No Action,Low churn risk — customer is stable,
384,108.1,48,High Value,0.1342,0,648.6,100,✅ No Action,Low churn risk — customer is stable,
2672,20.1,27,Mid Value,0.0063,0,120.6,60,✅ No Action,Low churn risk — customer is stable,
2805,59.85,60,High Value,0.0044,0,359.1,100,✅ No Action,Low churn risk — customer is stable,
5465,56.05,26,Low Value,0.1225,0,336.3,30,✅ No Action,Low churn risk — customer is stable,
6023,19.6,51,Mid Value,0.0097,0,117.6,60,✅ No Action,Low churn risk — customer is stable,
6322,79.0,4,Low Value,0.9091,1,1580.0,30,💌 Low Priority — Send retention voucher,CLV ($1580.0) > Retention Cost ($30) → ROI = $1550.0,1550.0
1782,66.05,26,Low Value,0.2816,0,396.3,30,✅ No Action,Low churn risk — customer is stable,
3742,106.5,41,Low Value,0.7121,0,639.0,30,💌 Low Priority — Send retention voucher,CLV ($639.0) > Retention Cost ($30) → ROI = $609.0,609.0
2341,114.9,68,High Value,0.614,0,689.4,100,📞 High Priority — Personal call + 20% discount,CLV ($689.4) > Retention Cost ($100) → ROI = $589.4,589.4
5524,54.65,45,Mid Value,0.0082,0,327.9,60,✅ No Action,Low churn risk — customer is stable,
3197,69.5,22,Low Value,0.0556,1,139.0,30,✅ No Action,Low churn risk — customer is stable,
2880,79.95,12,Low Value,0.4341,0,959.4,30,✅ No Action,Low churn risk — customer is stable,
2172,43.95,1,Low Value,0.7139,0,1010.85,30,💌 Low Priority — Send retention voucher,CLV ($1010.85) > Retention Cost ($30) → ROI = $980.85,980.85
4039,94.1,7,Low Value,0.9357,0,1599.7,30,💌 Low Priority — Send retention voucher,CLV ($1599.7) > Retention Cost ($30) → ROI = $1569.7,1569.7
5049,20.2,1,Low Value,0.2453,1,464.6,30,✅ No Action,Low churn risk — customer is stable,
4132,23.9,13,Low Value,0.5501,1,262.9,30,💌 Low Priority — Send retention voucher,CLV ($262.9) > Retention Cost ($30) → ROI = $232.9,232.9
4669,20.45,51,Mid Value,0.0109,0,122.7,60,✅ No Action,Low churn risk — customer is stable,
5173,44.8,4,Low Value,0.3085,0,896.0,30,✅ No Action,Low churn risk — customer is stable,
3706,84.3,26,Low Value,0.1175,0,505.8,30,✅ No Action,Low churn risk — customer is stable,
2789,88.95,24,Low Value,0.4161,0,533.7,30,✅ No Action,Low churn risk — customer is stable,
6965,94.2,61,High Value,0.0165,0,565.2,100,✅ No Action,Low churn risk — customer is stable,
2603,114.9,72,High Value,0.0233,0,689.4,100,✅ No Action,Low churn risk — customer is stable,
5520,84.25,55,High Value,0.039,0,505.5,100,✅ No Action,Low churn risk — customer is stable,
4464,81.7,12,Low Value,0.0817,1,980.4,30,✅ No Action,Low churn risk — customer is stable,
861,93.4,64,High Value,0.0282,0,560.4,100,✅ No Action,Low churn risk — customer is stable,
4307,96.55,37,Low Value,0.7947,1,579.3,30,💌 Low Priority — Send retention voucher,CLV ($579.3) > Retention Cost ($30) → ROI = $549.3,549.3
3814,88.7,72,High Value,0.0004,0,532.2,100,✅ No Action,Low churn risk — customer is stable,
2381,19.5,11,Mid Value,0.0141,0,253.5,60,✅ No Action,Low churn risk — customer is stable,
3899,109.1,52,High Value,0.2035,0,654.6,100,✅ No Action,Low churn risk — customer is stable,
3392,44.1,58,Mid Value,0.0267,0,264.6,60,✅ No Action,Low churn risk — customer is stable,
2819,55.2,4,Low Value,0.5388,0,1104.0,30,💌 Low Priority — Send retention voucher,CLV ($1104.0) > Retention Cost ($30) → ROI = $1074.0,1074.0
3896,20.3,38,Mid Value,0.0027,0,121.8,60,✅ No Action,Low churn risk — customer is stable,
967,20.85,3,Low Value,0.0901,0,437.85,30,✅ No Action,Low churn risk — customer is stable,
1468,92.3,62,High Value,0.0754,0,553.8,100,✅ No Action,Low churn risk — customer is stable,
1044,54.25,8,Low Value,0.127,0,868.0,30,✅ No Action,Low churn risk — customer is stable,
4576,19.75,16,Low Value,0.192,0,158.0,30,✅ No Action,Low churn risk — customer is stable,
1523,43.55,8,Low Value,0.244,0,696.8,30,✅ No Action,Low churn risk — customer is stable,
3142,19.8,1,Low Value,0.7225,1,455.4,30,💌 Low Priority — Send retention voucher,CLV ($455.4) > Retention Cost ($30) → ROI = $425.4,425.4
6435,50.2,52,Mid Value,0.0237,0,301.2,60,✅ No Action,Low churn risk — customer is stable,
4505,26.0,72,Mid Value,0.0008,0,156.0,60,✅ No Action,Low churn risk — customer is stable,
2043,69.65,16,Low Value,0.6196,0,557.2,30,💌 Low Priority — Send retention voucher,CLV ($557.2) > Retention Cost ($30) → ROI = $527.2,527.2
4596,89.6,18,Low Value,0.1011,0,537.6,30,✅ No Action,Low churn risk — customer is stable,
4721,20.25,1,Low Value,0.5522,1,465.75,30,💌 Low Priority — Send retention voucher,CLV ($465.75) > Retention Cost ($30) → ROI = $435.75,435.75
1566,75.4,72,High Value,0.0117,0,452.4,100,✅ No Action,Low churn risk — customer is stable,
4362,20.7,49,Mid Value,0.0195,0,124.2,60,✅ No Action,Low churn risk — customer is stable,
2702,44.0,1,Low Value,0.5666,0,1012.0,30,💌 Low Priority — Send retention voucher,CLV ($1012.0) > Retention Cost ($30) → ROI = $982.0,982.0
250,93.5,51,High Value,0.3296,0,561.0,100,✅ No Action,Low churn risk — customer is stable,
4824,97.25,72,High Value,0.0588,0,583.5,100,✅ No Action,Low churn risk — customer is stable,
4506,77.35,72,High Value,0.0159,0,464.1,100,✅ No Action,Low churn risk — customer is stable,
4234,19.05,16,Mid Value,0.0027,0,152.4,60,✅ No Action,Low churn risk — customer is stable,
3678,84.9,16,Low Value,0.1238,0,679.2,30,✅ No Action,Low churn risk — customer is stable,
2759,19.65,1,Low Value,0.4072,0,451.95,30,✅ No Action,Low churn risk — customer is stable,
1366,85.6,10,Low Value,0.8851,1,1198.4,30,💌 Low Priority — Send retention voucher,CLV ($1198.4) > Retention Cost ($30) → ROI = $1168.4,1168.4
1345,100.75,57,High Value,0.6113,0,604.5,100,📞 High Priority — Personal call + 20% discount,CLV ($604.5) > Retention Cost ($100) → ROI = $504.5,504.5
6175,90.8,32,High Value,0.0796,0,544.8,100,✅ No Action,Low churn risk — customer is stable,
1956,101.3,72,High Value,0.0056,0,607.8,100,✅ No Action,Low churn risk — customer is stable,
1441,97.8,58,High Value,0.2272,0,586.8,100,✅ No Action,Low churn risk — customer is stable,
1467,73.75,23,Low Value,0.1566,0,73.75,30,✅ No Action,Low churn risk — customer is stable,
6967,89.5,25,Low Value,0.805,1,537.0,30,💌 Low Priority — Send retention voucher,CLV ($537.0) > Retention Cost ($30) → ROI = $507.0,507.0
2440,19.45,32,Low Value,0.0392,0,116.7,30,✅ No Action,Low churn risk — customer is stable,
2210,104.0,69,High Value,0.4034,0,624.0,100,✅ No Action,Low churn risk — customer is stable,
6115,109.5,72,High Value,0.0031,0,657.0,100,✅ No Action,Low churn risk — customer is stable,
1333,35.4,50,Mid Value,0.0035,0,212.4,60,✅ No Action,Low churn risk — customer is stable,
2451,106.1,28,High Value,0.0318,1,636.6,100,✅ No Action,Low churn risk — customer is stable,
6384,20.1,10,Mid Value,0.037,0,281.4,60,✅ No Action,Low churn risk — customer is stable,
527,94.7,58,High Value,0.0335,0,568.2,100,✅ No Action,Low churn risk — customer is stable,
5839,75.4,7,Low Value,0.737,0,1281.8,30,💌 Low Priority — Send retention voucher,CLV ($1281.8) > Retention Cost ($30) → ROI = $1251.8,1251.8
3743,49.35,4,Low Value,0.5119,1,987.0,30,💌 Low Priority — Send retention voucher,CLV ($987.0) > Retention Cost ($30) → ROI = $957.0,957.0
3441,60.8,34,Mid Value,0.0113,0,364.8,60,✅ No Action,Low churn risk — customer is stable,
5819,115.15,70,High Value,0.0235,0,690.9,100,✅ No Action,Low churn risk — customer is stable,
6763,72.9,71,High Value,0.0798,0,437.4,100,✅ No Action,Low churn risk — customer is stable,
4144,103.85,21,Low Value,0.9348,0,311.55,30,💌 Low Priority — Send retention voucher,CLV ($311.55) > Retention Cost ($30) → ROI = $281.55,281.55
2949,60.25,56,High Value,0.0861,0,361.5,100,✅ No Action,Low churn risk — customer is stable,
5344,76.9,71,High Value,0.0055,0,461.4,100,✅ No Action,Low churn risk — customer is stable,
1346,87.25,14,Low Value,0.7953,1,872.5,30,💌 Low Priority — Send retention voucher,CLV ($872.5) > Retention Cost ($30) → ROI = $842.5,842.5
4543,19.5,41,Mid Value,0.0044,0,117.0,60,✅ No Action,Low churn risk — customer is stable,
945,74.4,3,Low Value,0.8437,1,1562.4,30,💌 Low Priority — Send retention voucher,CLV ($1562.4) > Retention Cost ($30) → ROI = $1532.4,1532.4
6433,20.5,58,Mid Value,0.0103,0,123.0,60,✅ No Action,Low churn risk — customer is stable,
4162,65.7,72,High Value,0.0012,0,394.2,100,✅ No Action,Low churn risk — customer is stable,
5728,89.4,13,Low Value,0.8146,1,983.4,30,💌 Low Priority — Send retention voucher,CLV ($983.4) > Retention Cost ($30) → ROI = $953.4,953.4
821,79.15,43,High Value,0.0069,0,474.9,100,✅ No Action,Low churn risk — customer is stable,
4849,51.35,41,Mid Value,0.2262,0,308.1,60,✅ No Action,Low churn risk — customer is stable,
5860,70.0,2,Low Value,0.6703,1,1540.0,30,💌 Low Priority — Send retention voucher,CLV ($1540.0) > Retention Cost ($30) → ROI = $1510.0,1510.0
5778,20.3,1,Low Value,0.2986,0,466.9,30,✅ No Action,Low churn risk — customer is stable,
4466,79.9,4,Low Value,0.7144,1,1598.0,30,💌 Low Priority — Send retention voucher,CLV ($1598.0) > Retention Cost ($30) → ROI = $1568.0,1568.0
6761,19.9,1,Low Value,0.7347,0,457.7,30,💌 Low Priority — Send retention voucher,CLV ($457.7) > Retention Cost ($30) → ROI = $427.7,427.7
1875,114.1,72,High Value,0.0057,0,684.6,100,✅ No Action,Low churn risk — customer is stable,
49,64.15,69,High Value,0.04,0,384.9,100,✅ No Action,Low churn risk — customer is stable,
2237,45.85,27,Mid Value,0.0786,0,275.1,60,✅ No Action,Low churn risk — customer is stable,
2435,59.8,14,Low Value,0.1018,0,598.0,30,✅ No Action,Low churn risk — customer is stable,
3482,45.0,19,Low Value,0.2217,0,225.0,30,✅ No Action,Low churn risk — customer is stable,
3928,95.95,18,Low Value,0.5813,0,575.7,30,💌 Low Priority — Send retention voucher,CLV ($575.7) > Retention Cost ($30) → ROI = $545.7,545.7
6804,90.35,5,Low Value,0.5719,0,1716.65,30,💌 Low Priority — Send retention voucher,CLV ($1716.65) > Retention Cost ($30) → ROI = $1686.65,1686.65
6701,100.35,28,High Value,0.2234,0,602.1,100,✅ No Action,Low churn risk — customer is stable,
4877,74.65,30,Low Value,0.1772,0,447.9,30,✅ No Action,Low churn risk — customer is stable,
1187,104.05,71,High Value,0.015,0,624.3,100,✅ No Action,Low churn risk — customer is stable,
4823,53.95,1,Low Value,0.5562,1,1240.85,30,💌 Low Priority — Send retention voucher,CLV ($1240.85) > Retention Cost ($30) → ROI = $1210.85,1210.85
5406,97.2,71,High Value,0.0464,0,583.2,100,✅ No Action,Low churn risk — customer is stable,
4403,62.45,32,Low Value,0.0271,0,374.7,30,✅ No Action,Low churn risk — customer is stable,
4512,75.5,70,High Value,0.0453,0,453.0,100,✅ No Action,Low churn risk — customer is stable,
3202,55.25,1,Low Value,0.7416,0,1270.75,30,💌 Low Priority — Send retention voucher,CLV ($1270.75) > Retention Cost ($30) → ROI = $1240.75,1240.75
5812,71.0,1,Low Value,0.661,1,1633.0,30,💌 Low Priority — Send retention voucher,CLV ($1633.0) > Retention Cost ($30) → ROI = $1603.0,1603.0
4382,48.75,4,Low Value,0.6492,0,975.0,30,💌 Low Priority — Send retention voucher,CLV ($975.0) > Retention Cost ($30) → ROI = $945.0,945.0
1179,94.3,43,Low Value,0.3548,0,565.8,30,✅ No Action,Low churn risk — customer is stable,
6659,92.3,72,High Value,0.0005,0,553.8,100,✅ No Action,Low churn risk — customer is stable,
746,114.95,72,High Value,0.0028,0,689.7,100,✅ No Action,Low churn risk — customer is stable,
7041,74.4,4,Low Value,0.8403,1,1488.0,30,💌 Low Priority — Send retention voucher,CLV ($1488.0) > Retention Cost ($30) → ROI = $1458.0,1458.0
4300,24.6,24,Mid Value,0.0345,0,147.6,60,✅ No Action,Low churn risk — customer is stable,
3380,95.1,1,Low Value,0.9345,1,2187.3,30,💌 Low Priority — Send retention voucher,CLV ($2187.3) > Retention Cost ($30) → ROI = $2157.3,2157.3
1151,18.85,1,Low Value,0.346,0,433.55,30,✅ No Action,Low churn risk — customer is stable,
5019,95.6,14,Low Value,0.7804,0,956.0,30,💌 Low Priority — Send retention voucher,CLV ($956.0) > Retention Cost ($30) → ROI = $926.0,926.0
5177,84.1,36,Low Value,0.7809,1,504.6,30,💌 Low Priority — Send retention voucher,CLV ($504.6) > Retention Cost ($30) → ROI = $474.6,474.6
3579,81.2,40,Low Value,0.5666,0,487.2,30,💌 Low Priority — Send retention voucher,CLV ($487.2) > Retention Cost ($30) → ROI = $457.2,457.2
6369,105.05,67,High Value,0.0693,0,630.3,100,✅ No Action,Low churn risk — customer is stable,
3419,92.15,69,High Value,0.0122,0,552.9,100,✅ No Action,Low churn risk — customer is stable,
5219,20.6,1,Low Value,0.7003,0,473.8,30,💌 Low Priority — Send retention voucher,CLV ($473.8) > Retention Cost ($30) → ROI = $443.8,443.8
3934,40.25,10,Low Value,0.1383,0,563.5,30,✅ No Action,Low churn risk — customer is stable,
4386,57.55,55,Mid Value,0.0038,1,345.3,60,✅ No Action,Low churn risk — customer is stable,
5581,113.15,68,High Value,0.015,1,678.9,100,✅ No Action,Low churn risk — customer is stable,
2282,99.5,66,High Value,0.3078,1,597.0,100,✅ No Action,Low churn risk — customer is stable,
4327,69.9,7,Low Value,0.6171,0,1188.3,30,💌 Low Priority — Send retention voucher,CLV ($1188.3) > Retention Cost ($30) → ROI = $1158.3,1158.3
4589,20.15,10,Mid Value,0.0153,0,282.1,60,✅ No Action,Low churn risk — customer is stable,
3753,29.15,1,Low Value,0.4957,0,670.45,30,✅ No Action,Low churn risk — customer is stable,
552,19.35,55,Mid Value,0.0263,0,116.1,60,✅ No Action,Low churn risk — customer is stable,
5444,107.75,45,High Value,0.1213,0,646.5,100,✅ No Action,Low churn risk — customer is stable,
1567,67.8,10,Low Value,0.1228,0,949.2,30,✅ No Action,Low churn risk — customer is stable,
2926,116.0,69,High Value,0.2676,0,696.0,100,✅ No Action,Low churn risk — customer is stable,
4585,85.05,1,Low Value,0.9873,1,1956.15,30,💌 Low Priority — Send retention voucher,CLV ($1956.15) > Retention Cost ($30) → ROI = $1926.15,1926.15
2627,25.7,33,Mid Value,0.0725,0,154.2,60,✅ No Action,Low churn risk — customer is stable,
1728,81.65,45,High Value,0.0127,0,489.9,100,✅ No Action,Low churn risk — customer is stable,
4443,44.75,1,Low Value,0.7576,0,1029.25,30,💌 Low Priority — Send retention voucher,CLV ($1029.25) > Retention Cost ($30) → ROI = $999.25,999.25
1727,71.05,31,Low Value,0.132,0,426.3,30,✅ No Action,Low churn risk — customer is stable,
6143,20.35,50,Mid Value,0.0025,0,122.1,60,✅ No Action,Low churn risk — customer is stable,
618,87.55,57,High Value,0.0236,0,525.3,100,✅ No Action,Low churn risk — customer is stable,
2510,74.25,1,Low Value,0.9224,1,1707.75,30,💌 Low Priority — Send retention voucher,CLV ($1707.75) > Retention Cost ($30) → ROI = $1677.75,1677.75
2161,75.8,2,Low Value,0.9395,1,1667.6,30,💌 Low Priority — Send retention voucher,CLV ($1667.6) > Retention Cost ($30) → ROI = $1637.6,1637.6
3085,105.35,3,Low Value,0.724,1,2212.35,30,💌 Low Priority — Send retention voucher,CLV ($2212.35) > Retention Cost ($30) → ROI = $2182.35,2182.35
3922,94.65,67,High Value,0.4147,0,567.9,100,✅ No Action,Low churn risk — customer is stable,
6544,104.75,42,Low Value,0.6259,1,628.5,30,💌 Low Priority — Send retention voucher,CLV ($628.5) > Retention Cost ($30) → ROI = $598.5,598.5
4256,26.0,70,Mid Value,0.0013,0,156.0,60,✅ No Action,Low churn risk — customer is stable,
4320,20.85,71,Mid Value,0.0041,0,125.1,60,✅ No Action,Low churn risk — customer is stable,
5057,75.85,9,Low Value,0.5054,0,1137.75,30,💌 Low Priority — Send retention voucher,CLV ($1137.75) > Retention Cost ($30) → ROI = $1107.75,1107.75
216,45.25,72,Mid Value,0.0023,0,271.5,60,✅ No Action,Low churn risk — customer is stable,
3228,105.25,53,High Value,0.3106,0,631.5,100,✅ No Action,Low churn risk — customer is stable,
267,105.0,19,Low Value,0.5443,0,525.0,30,💌 Low Priority — Send retention voucher,CLV ($525.0) > Retention Cost ($30) → ROI = $495.0,495.0
64,94.4,9,Low Value,0.9552,1,1416.0,30,💌 Low Priority — Send retention voucher,CLV ($1416.0) > Retention Cost ($30) → ROI = $1386.0,1386.0
449,105.5,72,High Value,0.0079,0,633.0,100,✅ No Action,Low churn risk — customer is stable,
4845,39.4,20,Mid Value,0.0139,0,157.6,60,✅ No Action,Low churn risk — customer is stable,
6585,20.0,43,Mid Value,0.007,0,120.0,60,✅ No Action,Low churn risk — customer is stable,
3201,79.6,50,High Value,0.0089,0,477.6,100,✅ No Action,Low churn risk — customer is stable,
2796,89.8,55,High Value,0.0843,0,538.8,100,✅ No Action,Low churn risk — customer is stable,
507,94.2,2,Low Value,0.7104,1,2072.4,30,💌 Low Priority — Send retention voucher,CLV ($2072.4) > Retention Cost ($30) → ROI = $2042.4,2042.4
5402,20.35,9,Mid Value,0.0048,0,305.25,60,✅ No Action,Low churn risk — customer is stable,
2990,33.9,10,Low Value,0.7449,1,474.6,30,💌 Low Priority — Send retention voucher,CLV ($474.6) > Retention Cost ($30) → ROI = $444.6,444.6
968,77.35,71,High Value,0.0078,0,464.1,100,✅ No Action,Low churn risk — customer is stable,
3047,84.15,32,Low Value,0.5474,1,504.9,30,💌 Low Priority — Send retention voucher,CLV ($504.9) > Retention Cost ($30) → ROI = $474.9,474.9
6894,105.9,3,Low Value,0.8695,1,2223.9,30,💌 Low Priority — Send retention voucher,CLV ($2223.9) > Retention Cost ($30) → ROI = $2193.9,2193.9
2776,74.3,16,Low Value,0.325,1,594.4,30,✅ No Action,Low churn risk — customer is stable,
4308,69.75,25,Low Value,0.3313,0,418.5,30,✅ No Action,Low churn risk — customer is stable,
4815,70.45,38,High Value,0.0996,1,422.7,100,✅ No Action,Low churn risk — customer is stable,
1688,20.15,40,Mid Value,0.0075,0,120.9,60,✅ No Action,Low churn risk — customer is stable,
5745,24.2,61,Mid Value,0.0024,0,145.2,60,✅ No Action,Low churn risk — customer is stable,
4373,20.05,25,Mid Value,0.0149,0,120.3,60,✅ No Action,Low churn risk — customer is stable,
6680,95.5,48,High Value,0.0122,1,573.0,100,✅ No Action,Low churn risk — customer is stable,
650,69.55,3,Low Value,0.5882,1,1460.55,30,💌 Low Priority — Send retention voucher,CLV ($1460.55) > Retention Cost ($30) → ROI = $1430.55,1430.55
2731,108.25,63,High Value,0.0656,0,649.5,100,✅ No Action,Low churn risk — customer is stable,
4847,76.25,37,Low Value,0.3995,1,457.5,30,✅ No Action,Low churn risk — customer is stable,
6081,49.8,1,Low Value,0.3021,0,1145.4,30,✅ No Action,Low churn risk — customer is stable,
2086,80.85,17,Low Value,0.4659,1,565.95,30,✅ No Action,Low churn risk — customer is stable,
5179,69.35,3,Low Value,0.2719,1,1456.35,30,✅ No Action,Low churn risk — customer is stable,
6879,86.05,21,Low Value,0.2449,0,258.15,30,✅ No Action,Low churn risk — customer is stable,
4665,36.15,67,Mid Value,0.0009,0,216.9,60,✅ No Action,Low churn risk — customer is stable,
2505,20.1,34,Mid Value,0.0111,0,120.6,60,✅ No Action,Low churn risk — customer is stable,
5364,90.7,18,Low Value,0.2789,1,544.2,30,✅ No Action,Low churn risk — customer is stable,
6182,88.7,72,High Value,0.0004,0,532.2,100,✅ No Action,Low churn risk — customer is stable,
284,95.15,18,Low Value,0.7081,1,570.9,30,💌 Low Priority — Send retention voucher,CLV ($570.9) > Retention Cost ($30) → ROI = $540.9,540.9
6718,75.0,3,Low Value,0.8098,1,1575.0,30,💌 Low Priority — Send retention voucher,CLV ($1575.0) > Retention Cost ($30) → ROI = $1545.0,1545.0
1383,49.95,1,Low Value,0.3817,1,1148.85,30,✅ No Action,Low churn risk — customer is stable,
5430,72.15,10,Low Value,0.1456,1,1010.1,30,✅ No Action,Low churn risk — customer is stable,
4087,20.9,10,Low Value,0.223,0,292.6,30,✅ No Action,Low churn risk — customer is stable,
213,20.0,29,Mid Value,0.0298,0,120.0,60,✅ No Action,Low churn risk — customer is stable,
1389,94.25,34,Low Value,0.5567,1,565.5,30,💌 Low Priority — Send retention voucher,CLV ($565.5) > Retention Cost ($30) → ROI = $535.5,535.5
6365,101.95,7,Low Value,0.8659,1,1733.15,30,💌 Low Priority — Send retention voucher,CLV ($1733.15) > Retention Cost ($30) → ROI = $1703.15,1703.15
5268,86.9,69,High Value,0.019,0,521.4,100,✅ No Action,Low churn risk — customer is stable,
4015,54.45,36,Mid Value,0.0035,0,326.7,60,✅ No Action,Low churn risk — customer is stable,
2293,85.95,72,High Value,0.0014,0,515.7,100,✅ No Action,Low churn risk — customer is stable,
1699,20.65,42,Mid Value,0.0038,0,123.9,60,✅ No Action,Low churn risk — customer is stable,
249,99.0,42,High Value,0.5265,0,594.0,100,📞 High Priority — Personal call + 20% discount,CLV ($594.0) > Retention Cost ($100) → ROI = $494.0,494.0
6416,43.9,67,Mid Value,0.0886,0,263.4,60,✅ No Action,Low churn risk — customer is stable,
5533,95.4,21,Low Value,0.7259,0,286.2,30,💌 Low Priority — Send retention voucher,CLV ($286.2) > Retention Cost ($30) → ROI = $256.2,256.2
6284,93.5,23,Low Value,0.9065,0,93.5,30,💌 Low Priority — Send retention voucher,CLV ($93.5) > Retention Cost ($30) → ROI = $63.5,63.5
4651,86.2,15,Low Value,0.7342,1,775.8,30,💌 Low Priority — Send retention voucher,CLV ($775.8) > Retention Cost ($30) → ROI = $745.8,745.8
5681,64.2,34,Low Value,0.0428,0,385.2,30,✅ No Action,Low churn risk — customer is stable,
2631,99.25,7,Low Value,0.9732,1,1687.25,30,💌 Low Priority — Send retention voucher,CLV ($1687.25) > Retention Cost ($30) → ROI = $1657.25,1657.25
3024,20.4,9,Low Value,0.0336,0,306.0,30,✅ No Action,Low churn risk — customer is stable,
175,24.7,34,Low Value,0.0764,0,148.2,30,✅ No Action,Low churn risk — customer is stable,
1144,35.55,1,Low Value,0.9424,1,817.65,30,💌 Low Priority — Send retention voucher,CLV ($817.65) > Retention Cost ($30) → ROI = $787.65,787.65
2785,108.9,25,High Value,0.5257,0,653.4,100,📞 High Priority — Personal call + 20% discount,CLV ($653.4) > Retention Cost ($100) → ROI = $553.4,553.4
4737,115.5,72,High Value,0.0115,0,693.0,100,✅ No Action,Low churn risk — customer is stable,
1458,20.55,1,Low Value,0.6348,1,472.65,30,💌 Low Priority — Send retention voucher,CLV ($472.65) > Retention Cost ($30) → ROI = $442.65,442.65
1420,99.8,60,High Value,0.4901,0,598.8,100,✅ No Action,Low churn risk — customer is stable,
170,84.25,43,High Value,0.0647,0,505.5,100,✅ No Action,Low churn risk — customer is stable,
5878,21.2,3,Mid Value,0.0394,0,445.2,60,✅ No Action,Low churn risk — customer is stable,
2080,84.1,72,High Value,0.0047,0,504.6,100,✅ No Action,Low churn risk — customer is stable,
779,45.35,2,Low Value,0.6429,1,997.7,30,💌 Low Priority — Send retention voucher,CLV ($997.7) > Retention Cost ($30) → ROI = $967.7,967.7
6356,98.9,10,Low Value,0.8507,0,1384.6,30,💌 Low Priority — Send retention voucher,CLV ($1384.6) > Retention Cost ($30) → ROI = $1354.6,1354.6
1073,98.05,7,Low Value,0.9747,1,1666.85,30,💌 Low Priority — Send retention voucher,CLV ($1666.85) > Retention Cost ($30) → ROI = $1636.85,1636.85
5694,51.45,33,Mid Value,0.0071,0,308.7,60,✅ No Action,Low churn risk — customer is stable,
4579,81.15,31,Low Value,0.6973,0,486.9,30,💌 Low Priority — Send retention voucher,CLV ($486.9) > Retention Cost ($30) → ROI = $456.9,456.9
3305,94.75,38,Low Value,0.7478,0,568.5,30,💌 Low Priority — Send retention voucher,CLV ($568.5) > Retention Cost ($30) → ROI = $538.5,538.5
1398,84.35,24,Low Value,0.7157,0,506.1,30,💌 Low Priority — Send retention voucher,CLV ($506.1) > Retention Cost ($30) → ROI = $476.1,476.1
1305,59.55,28,Low Value,0.0149,0,357.3,30,✅ No Action,Low churn risk — customer is stable,
5212,38.5,72,Mid Value,0.0029,0,231.0,60,✅ No Action,Low churn risk — customer is stable,
4667,19.25,20,Low Value,0.0387,0,77.0,30,✅ No Action,Low churn risk — customer is stable,
6447,79.0,60,High Value,0.0037,0,474.0,100,✅ No Action,Low churn risk — customer is stable,
582,89.2,4,Low Value,0.9209,1,1784.0,30,💌 Low Priority — Send retention voucher,CLV ($1784.0) > Retention Cost ($30) → ROI = $1754.0,1754.0
631,55.0,46,Low Value,0.1052,0,330.0,30,✅ No Action,Low churn risk — customer is stable,
1377,82.3,72,High Value,0.0017,0,493.8,100,✅ No Action,Low churn risk — customer is stable,
1770,113.2,41,High Value,0.8263,1,679.2,100,📞 High Priority — Personal call + 20% discount,CLV ($679.2) > Retention Cost ($100) → ROI = $579.2,579.2
3476,100.75,65,High Value,0.1489,0,604.5,100,✅ No Action,Low churn risk — customer is stable,
6665,29.3,43,Low Value,0.2986,0,175.8,30,✅ No Action,Low churn risk — customer is stable,
2142,64.85,21,Low Value,0.0565,0,194.55,30,✅ No Action,Low churn risk — customer is stable,
1216,20.4,54,Mid Value,0.0189,0,122.4,60,✅ No Action,Low churn risk — customer is stable,
4982,104.4,61,High Value,0.1554,1,626.4,100,✅ No Action,Low churn risk — customer is stable,
5954,55.0,20,Low Value,0.8765,0,220.0,30,💌 Low Priority — Send retention voucher,CLV ($220.0) > Retention Cost ($30) → ROI = $190.0,190.0
2684,105.2,69,High Value,0.3007,0,631.2,100,✅ No Action,Low churn risk — customer is stable,
2296,45.2,1,Low Value,0.8041,0,1039.6,30,💌 Low Priority — Send retention voucher,CLV ($1039.6) > Retention Cost ($30) → ROI = $1009.6,1009.6
2665,93.55,33,High Value,0.0721,0,561.3,100,✅ No Action,Low churn risk — customer is stable,
6678,20.85,19,Mid Value,0.0066,0,104.25,60,✅ No Action,Low churn risk — customer is stable,
1772,79.0,2,Low Value,0.9236,1,1738.0,30,💌 Low Priority — Send retention voucher,CLV ($1738.0) > Retention Cost ($30) → ROI = $1708.0,1708.0
2771,63.15,13,Low Value,0.1098,0,694.65,30,✅ No Action,Low churn risk — customer is stable,
3065,45.8,1,Low Value,0.8022,0,1053.4,30,💌 Low Priority — Send retention voucher,CLV ($1053.4) > Retention Cost ($30) → ROI = $1023.4,1023.4
3461,55.7,55,Low Value,0.0705,0,334.2,30,✅ No Action,Low churn risk — customer is stable,
